"japanese","english","context","notes"
"岩……。","","Portrait: !p0000!e00",""
"岩、金魚はいくら取っても/食べられないよ。","","Portrait: !p0000!e00",""
"岩、金魚はいくら取っても/食べられないんだぞ。","","Portrait: !p0000!e00",""
"岩から/!c02届け物『岩の絵画』!c07をあずかった/!c01美術部!c07に届けよう！","","Portrait: !pffff!e00",""
"岩が望むなら、ずっと側にいるよ……。","","Portrait: !p0000!e00",""
"岩が絵ねぇ。/そうだなぁ……","","Portrait: !p0000!e00",""
"岩じゃない。/それに佐渡先生まで……。/何してるんですか？","","Portrait: !p0000!e00",""
"岩じゃないか。/それに佐渡先生まで……。/何してるんですか？","","Portrait: !p0000!e00",""
"岩って、２年生になって/なんか雰囲気が変わったな。","","Portrait: !p0000!e00",""
"岩って、２年生になって/なんか雰囲気が変わったね。","","Portrait: !p0000!e00",""
"岩と……、なに？","","Portrait: !p0000!e00",""
"岩と……、何だよ？","","Portrait: !p0000!e00",""
"岩と一緒にするなよ！/俺はショックだったんだからな……。","","Portrait: !p0000!e00",""
"岩にも才能があるじゃない。/力持ちなところとか、/こずえ先輩がいってた絵の才能とかね。","","Portrait: !p0000!e00",""
"岩にも才能があるじゃないか。/力持ちなところとか、/こずえ先輩がいってた絵の才能とかさ。","","Portrait: !p0000!e00",""
"岩のツープラトン技/!c03『活火山』!c07を覚えた！","","Portrait: !pffff!e00",""
"岩は、岩のやりたい/何かに打ち込めばいいだけだと思うぞ。","","Portrait: !p0000!e00",""
"岩は、岩のやりたい/何かに打ち込めばいいだけだと思うよ。","","Portrait: !p0000!e00",""
"岩クンが美術の時間に描いた絵を見て、/美術部の展示に加えたいって思ったの！","","Portrait: !p3100!e00",""
"岩！/俺を待ってたんだな。","","Portrait: !p0000!e00",""
"岩！/私を待っててくれたんだ。","","Portrait: !p0000!e00",""
"己を鍛え直し、/俺自身のケジメをつけるためにな。","","Portrait: !p1900!e00",""
"巻き添えを食って/ガラスさんは/お亡くなりになったんですぅ！","","Portrait: !p2402!e00",""
"年に一度の学園祭ぐらい、/好きにさせてくれてもいいと思わない！？","","Portrait: !p0203!e00",""
"年寄りくさいですか。/まぁ、みなさんよりも倍以上は/歳くってますからね。","","Portrait: !p1303!e00",""
"弟？/子供？/迷子？","","Portrait: !pffff!e00",""
"強くなるための修行か……。/体を鍛えるというのはもちろんだが、/それ以上に、日々の精神の鍛練が重要だぞ。","","Portrait: !p1900!e00",""
"強力なスマッシュを打つため……、/というのは表向きでぇ……。","","Portrait: !p2400!e00",""
"強奪するカードを選択してください/　あと!0枚","","Portrait: !pffff!e00",""
"強奪するパートナーを/選択してください","","Portrait: !pffff!e00",""
"強奪する単位の科目を/選択してください","","Portrait: !pffff!e00",""
"強奪する単位の科目番号を/選択してください","","Portrait: !pffff!e00",""
"強奪に失敗した！","","Portrait: !pffff!e00",""
"当たり前だ。/それを聞いて引き下がるほど/腑抜けじゃないつもりだぜ。","","Portrait: !p0000!e00",""
"当たり前だ。/一時の油断が身を滅ぼすのだ。","","Portrait: !p1600!e00",""
"当たり前だろ！/オレがどれだけ補習に出たと思ってるんだ？/バイトもしばらく行けなかったしな！","","Portrait: !p0103!e00",""
"当たり前だろ！/何でも聞くって、/エッジがいったんだろ？","","Portrait: !p0000!e00",""
"当たり前だ！/オレをそこらの卑怯者と/一緒にするんじゃねぇ！","","Portrait: !p0103!e00",""
"当たり前よ。/それを聞いて引き下がるほど/腑抜けじゃないわよ。","","Portrait: !p0000!e00",""
"当たり！/よくわかったね。","","Portrait: !p2701!e00",""
"当然、アタイはシカトしてたんだが/ゆりかのヤツがアタイにも着ろと/しつこくてな。","","Portrait: !p2300!e00",""
"当然、ボクは一人で行くことに/なるんだが……、/キミは……どうしたい？","","Portrait: !p0700!e00",""
"当然、強化選手に選ばれるつもりで、/フォワードを練習したさ。/他の誰にも負けないくらいね。","","Portrait: !p0600!e00",""
"当然、知ってるとは思うけど、/!c01単位ポイント!c07がもっとも高い人が、/このボードゲームの勝利者となるわ。","","Portrait: !p1800!e00",""
"彼のいうことを/何でも聞いてあげてね！","","Portrait: !p0000!e00",""
"彼らは、みな自分の意志で/笑ったり怒ったりしています。/誰かに命令されたからじゃありません。","","Portrait: !p0000!e00",""
"彼らは、みな自分の意志で/笑ったり怒ったりしているの。/誰かに命令されたからじゃないわ。","","Portrait: !p0000!e00",""
"彼らは、母国ですべき事があるからこそ、/帰国したのです。","","Portrait: !p0900!e00",""
"心外だな。/アイツらと一緒にするなって！","","Portrait: !p0101!e00",""
"必殺技の種類を変更しますか？","","Portrait: !pffff!e00",""
"必殺技の組み合わせが変わった","","Portrait: !pffff!e00",""
"必殺技を手に入れた！","","Portrait: !pffff!e00",""
"必殺技を覚えた！/さらに!0の!c04ＨＰ!c07が!1回復！","","Portrait: !pffff!e00",""
"忘れさせてあげますよ。/成績のことだけでなく……一切をね……。/さぁ、行きましょう……。","","Portrait: !p1502!e00",""
"忙しそうだな、エッジ！","","Portrait: !p0000!e00",""
"忙しそうね、エッジ！","","Portrait: !p0000!e00",""
"怒らせちゃった……。/やっぱり身長のこと、/気にしてたのね……。","","Portrait: !p0000!e00",""
"思いっ切り遊べば、/気も晴れるんじゃない？","","Portrait: !p0501!e00",""
"思いついた事を/片っ端からやっていけば、/結果は後からついてくるんじゃないか？","","Portrait: !p0000!e00",""
"思いついた事を/片っ端からやっていけば、/結果は後からついてくるんじゃない？","","Portrait: !p0000!e00",""
"思い出を語ろうなんざ、/まだオマエには早すぎるぜ。","","Portrait: !p2001!e00",""
"思ったとおりにＥＤＩＴできたかしら？","","Portrait: !p1801!e00",""
"急じゃ……ないんです。/俺、ずっと響子先生の事が……","","Portrait: !p0000!e00",""
"急じゃ……ないんです。/私、ずっと響子先生の事が……","","Portrait: !p0000!e00",""
"性別を登録してね！","","Portrait: !p0100!e00",""
"恋人ができてパワーが出るっていうのは、/その人のために何かしたいとか思う/からですよ。","","Portrait: !p0000!e00",""
"恋人ができてパワーが出るっていうのは、/その人のために何かしたいとか思う/からですよ！","","Portrait: !p0000!e00",""
"恐怖、かしらねぇ……。/歴史を振り返ってみると、/そういえるかもね。","","Portrait: !p0000!e00",""
"恐怖、かなぁ……。/歴史を振り返ってみると、/そういえるかもな。","","Portrait: !p0000!e00",""
"恐怖による支配は、/同時に反発も生みます。/僕は、もっとうまい方法を考えたんですよ。","","Portrait: !p1503!e00",""
"恥ずかしいだろ！　いい歳して！","","Portrait: !p2302!e00",""
"恭介……","","Portrait: !p0000!e00",""
"恭介……ありがとう。/そんな大切な曲を、俺のために……","","Portrait: !p0000!e00",""
"恭介……ありがとう。/そんな大切な曲を、私のために……","","Portrait: !p0000!e00",""
"恭介……そうだな。/今日は疲れたよ。/成績も伸びなかったし……","","Portrait: !p0000!e00",""
"恭介……そうね。/今日は疲れちゃった。/成績も伸びなかったし……","","Portrait: !p0000!e00",""
"恭介……ゴメン……","","Portrait: !p0000!e00",""
"恭介……？/こんなところでどうしたの？","","Portrait: !p0000!e00",""
"恭介……？/こんなところでどうしたんだ？","","Portrait: !p0000!e00",""
"恭介、/あなたのツープラトン技を/教えてくれない？","","Portrait: !p0000!e00",""
"恭介、/お前のツープラトン技を/教えてくれよ。","","Portrait: !p0000!e00",""
"恭介。/風紀委員ってさぁ、/適当に校内を動き回ってるの？","","Portrait: !p0000!e00",""
"恭介から/!c02届け物『調査書』!c07をあずかった/!c01風紀委員室!c07に届けよう！","","Portrait: !pffff!e00",""
"恭介って……/ジャスティス学園に転校しようと/思った事はないのか？","","Portrait: !p0000!e00",""
"恭介って……/ジャスティス学園に転校しようと/思った事はないの？","","Portrait: !p0000!e00",""
"恭介って、/クラスの方は全くノータッチなのか？","","Portrait: !p0000!e00",""
"恭介って、/クラスの方は全くノータッチなの？","","Portrait: !p0000!e00",""
"恭介とは、/互いの理想が異なる事を知った今、/行動を共にする理由はない。","","Portrait: !p1600!e00",""
"恭介のツープラトン技/!c03『ラストシンフォニー』!c07を覚えた！","","Portrait: !pffff!e00",""
"恭介は、/相変わらずクラブ活動には/参加していないのか？","","Portrait: !p0000!e00",""
"恭介は、/相変わらずクラブ活動には/参加していないの？","","Portrait: !p0000!e00",""
"恭介ー。/こんなところで寝てると/風邪ひいちゃうぞー。","","Portrait: !p0000!e00",""
"恭介ー。/こんなところで寝てると/風邪ひいちゃうわよー。","","Portrait: !p0000!e00",""
"悩みなんてない/成績を上げたい/つまみ食いしてしまった","","Portrait: !pffff!e00",""
"悪いな。/じゃあ、頼んだよ。","","Portrait: !p2301!e00",""
"悪いのは不良だもん！/ももちゃんは悪くないもん！","","Portrait: !p2403!e00",""
"悪い悪い。/!0さんは、/水泳部の出し物が何か、知ってるかい？","","Portrait: !p2701!e00",""
"悪い悪い。/!0君は、/水泳部の出し物が何か、知ってるかい？","","Portrait: !p2701!e00",""
"悪かったな、変なこと頼んじまって。/サンキューな！","","Portrait: !p1002!e00",""
"悪くないよ、恭介。/でも、最初の部分をもう少し/滑らかにしたらどうかな？","","Portrait: !p0000!e00",""
"悪くないわよ、恭介。/でも、最初の部分をもう少し/滑らかにしたらどうかな？","","Portrait: !p0000!e00",""
"意表をついて着ぐるみ/思いきって浴衣/いつものチアリーダー姿","","Portrait: !pffff!e00",""
"愛情/楽しいこと/恐怖","","Portrait: !pffff!e00",""
"成り金のくせに、/プライドばかり高いんだよ。/あの人たちは。","","Portrait: !p2300!e00",""
"成績もイマイチだったし、/なんか、さびしい学園祭だったなぁ……。","","Portrait: !p0000!e00",""
"成績を上げたい/悩みなんてない/つまみ食いしてしまった","","Portrait: !pffff!e00",""
"成績トップか……。/!0、頭よかったんだな。/知らなかった。","","Portrait: !p2300!e00",""
"成績？/成績って学校の成績か？","","Portrait: !p0700!e00",""
"戦闘は、引き分けに終わった！","","Portrait: !pffff!e00",""
"戦闘は、６つのパラメータのうち、/３つを比較することで行うわ。/パラメータが重要ってことね。","","Portrait: !p1800!e00",""
"戦闘を発生させるには、３つ方法があるわ。/他のプレイヤーと同じマスに止まって/「戦闘」を選択するか……、","","Portrait: !p1800!e00",""
"戸惑ってるだけだよ。/アキラが聖純女学院に行って、/雰囲気が変わったからさ。","","Portrait: !p0000!e00",""
"戸惑ってるだけだよ。/アキラは聖純女学院に行って、/雰囲気が変わったからね。","","Portrait: !p0000!e00",""
"手伝います。/俺にできる事ならなんでも。","","Portrait: !p0000!e00",""
"手伝うわ。/私にできる事ならなんでもね。","","Portrait: !p0000!e00",""
"手出しするんじゃないよ！","","Portrait: !p2303!e00",""
"手放しの賞賛は、/不安を相手に与えてしまうこともある。","","Portrait: !p0303!e00",""
"技ってものじゃないけど……、/まず、相手をしっかり分析して、/的確な指示を出せるようになることね。","","Portrait: !p1800!e00",""
"技とパラメータを確認したら/!aボタンを押してね！","","Portrait: !p1800!e00",""
"技は、見たままマネすれば/いいんじゃが……。/あれは、力がいるからのう。","","Portrait: !p1200!e00",""
"技マスやパラメータダウンマスに止まると/回復するわ。それとターンの初めにも。/あとは、!c04カード!c07を上手く使うコトね。","","Portrait: !p1800!e00",""
"担任を持ってない先生が、/どこかのクラスだけに/荷担するのはどうかと思いますが……","","Portrait: !p0000!e00",""
"担当医の先生も、/お墨付きをくれたし、/心置きなく、本格的な練習を再開できるよ。","","Portrait: !p0601!e00",""
"拗ねるなよ。/キミが行きたい所に/いってくれてかまわないから。","","Portrait: !p0301!e00",""
"持っているカードを使用します","","Portrait: !pffff!e00",""
"指定した科目の!c01単位!c07を/強奪することができます","","Portrait: !pffff!e00",""
"振動の設定を変更します","","Portrait: !pffff!e00",""
"故郷……九州、でしたよね。/子供の頃、よく遊んだ山とか、ですか？","","Portrait: !p0000!e00",""
"教えてもらったよ……。/でも、ゆりかさん、/これは難問だって顔してた……。","","Portrait: !p1103!e00",""
"教師が一人でフラフラしてると、/見回りみたいに思われちゃうのよね。/……どう？","","Portrait: !p1400!e00",""
"教師っていうのは、/君たちが思っているより/忙しいものなんですよ。","","Portrait: !p1301!e00",""
"斬！","","Portrait: !p1603!e00",""
"断わって、ハイときく顔じゃなかったぞ！","","Portrait: !p2303!e00",""
"新しい応急処置の研究に使ってたのよ。/で、返しに行くところなんだけど。","","Portrait: !p1400!e00",""
"方向ボタンでマップ全体を/見渡すことができます","","Portrait: !pffff!e00",""
"旅か……。/俺も、同じことを考えていたところだ。","","Portrait: !p1901!e00",""
"日に３回、おにぎりを１０個食って、/力をつけんといかんぞ！/ガハハ！","","Portrait: !p1201!e00",""
"明日から、/新しいアタシをはじめられそうよ！","","Portrait: !p0501!e00",""
"明日帰るとしたら！？/（う〜ん、そうだなぁ……）","","Portrait: !p0000!e00",""
"昔はそれなりに自信はあったんだが、/何しろ人に聞かせるのは/久しぶりでね……。","","Portrait: !p0300!e00",""
"時間が許す限り、/全部の店をちゃんと回ってやるぜ。","","Portrait: !p2000!e00",""
"時間の都合がつけば、/呼びにいってやる。/帰らずに待っていてくれ。","","Portrait: !p1901!e00",""
"普通盛りで/大盛りで/いらない","","Portrait: !pffff!e00",""
"暴力はいかん、暴力はな！","","Portrait: !p1300!e00",""
"書き直す項目を選んでね！","","Portrait: !p0100!e00",""
"最初は、アタシが落ち込んでたから/!0の優しさが/ウレシイのかと思ってた。","","Portrait: !p0502!e00",""
"最後に、できあがった!c02ＥＤＩＴキャラ!c07で/ＣＰＵ戦のトーナメントを行い、/その順位でも!c01単位ポイント!c07がもらえるわよ。","","Portrait: !p1800!e00",""
"最後の一撃じゃなくって？","","Portrait: !p0000!e00",""
"最後の一撃を当てようと思ったら、/まずキックを練習しないとね。/がんばってね！","","Portrait: !p1101!e00",""
"最近、/ちょっと腰の具合が良くないんですよ。/朝起きるのが怖くて……","","Portrait: !p0000!e00",""
"最近、/ちょっと腰の具合が良くないんですよ。/重い荷物とか持つのが怖くて……","","Portrait: !p0000!e00",""
"最近、ロベルトって、/まりちゃんと一緒にいることが多くない？","","Portrait: !p0000!e00",""
"最近、ロベルトって、/まりと一緒にいることが多くないか？","","Portrait: !p0000!e00",""
"最近、ワシは考えるんじゃ。/ワシはこのままで/いいんじゃろうかと……。","","Portrait: !p1200!e00",""
"最近、少しずつ/ゆとりみたいなものが出てきたみたい。","","Portrait: !p0201!e00",""
"最近の悩みといえば……/成績が思うように上がらなくて/苦労してる事かなぁ。","","Portrait: !p0000!e00",""
"望むところだ。/さぁ、行こうぜ！","","Portrait: !p0601!e00",""
"本人には、/まだ余裕なんてないだろうけどな。/格闘技の方だってまだまだだろうし。","","Portrait: !p0000!e00",""
"本人には、/まだ余裕なんてないだろうけどね。/格闘技の方だってまだまだだろうし。","","Portrait: !p0000!e00",""
"本当だよ。/さぁ、行こう！","","Portrait: !p0000!e00",""
"本当だよ。/でも、なんでそんなこと聞くんだ？","","Portrait: !p0000!e00",""
"本当ですか！　助かります。/実は、まだ他にもかなりの量があるので、/私はそちらを運びます。","","Portrait: !p0901!e00",""
"本当に、ごめんなさい……。/じゃあ、私、行くから……。","","Portrait: !p1102!e00",""
"本当に、一緒にいてくれるんですか？/なら、約束してくれるんですよねぇ……、/僕のモノになるって……ね……先輩……？","","Portrait: !p1503!e00",""
"本当にすいません。/そんな大事なものを。/俺なんかが使っちゃって……。","","Portrait: !p0000!e00",""
"本当にすいません。/そんな大事なものを。/私なんかが使っちゃって……。","","Portrait: !p0000!e00",""
"本当にスマンかったのう。/恩に着るぞい！","","Portrait: !p1202!e00",""
"本当に美しいですね。/キャンプファイアーの炎というものは。/今日の最後を飾るのにふさわしいですよ。","","Portrait: !p1500!e00",""
"本当はあなたに頼む事じゃないんだけど、/今どうしても手が離せなくて……。","","Portrait: !p1803!e00",""
"本当は昨日までに提出しなきゃ/いけなかったんだけど、/ドタバタしてて忘れてたの。","","Portrait: !p1800!e00",""
"本当よ。/さぁ、行こっ！","","Portrait: !p0000!e00",""
"本当よ。/でも、なんでそんなこと聞くの？","","Portrait: !p0000!e00",""
"本当デスか！？/いったい、ドーいう風のフキタオシね？","","Portrait: !p0801!e00",""
"本来、島津流は実戦空手なのですが、/私は人を殴るのは/好きではないのですよ……。","","Portrait: !p1300!e00",""
"本気モードで/売りまくってくるからなァ！/待っててくれよなッ！","","Portrait: !p1000!e00",""
"校舎の西側にあるのが、!c04部室棟エリア!c07。/各クラブの部室があるわ。化学部では/人体実験が行われてるって噂も……。","","Portrait: !pffff!e00",""
"校舎の２階にある喫茶店に行きましょう！/なんでも、クッキーとかケーキが/すごくおいしいって、評判ですからね。","","Portrait: !p0000!e00",""
"校舎裏にいる野良猫に/エサでもやろうと思ってね。","","Portrait: !p2300!e00",""
"校門の外でやってるのを見たんでな。/大方、若い奴らが集まるのを/当てにしてるんだろうよ。","","Portrait: !p2001!e00",""
"根性みせやがれ！","","Portrait: !p2001!e00",""
"格闘ゲーム用の名前を登録してね！","","Portrait: !p0100!e00",""
"楽しいこと、かしらねぇ……。/だって、楽しいことをしてると/夢中になるものね。","","Portrait: !p0000!e00",""
"楽しいこと、かなぁ……。/楽しいことをしてると、/夢中になるもんだからな。","","Portrait: !p0000!e00",""
"楽しいことねぇ……。/予想外の答えですね。/しかも、具体性と確実性にかけるな……。","","Portrait: !p1500!e00",""
"楽しいじゃない、ボーマン。/卒業しても、私たちは一緒なんだからね！","","Portrait: !p0000!e00",""
"楽しいじゃないか、ボーマン。/卒業しても、俺たちは一緒なんだからな！","","Portrait: !p0000!e00",""
"楽しまないと、損ってもんだぜ！/さぁ、行こうぜ！","","Portrait: !p0601!e00",""
"楽しみが増えましたよ。/ありがとう、先輩。/フフフ……。","","Portrait: !p1502!e00",""
"楽器に興味がおありなんでしたら、/今度、私が個人的に/演奏の方もお教えしますよ。","","Portrait: !p2500!e00",""
"構いませんよ。/保健室においておけばいいんですね。","","Portrait: !p0000!e00",""
"構わないよ。/射的で勝負でもしてみるか？","","Portrait: !p0000!e00",""
"次に、!c04カード!c07と書かれているマスに/止まることよ。１枚もらえるマスと、/３枚もらえるマスがあるわ。","","Portrait: !p1800!e00",""
"次に、!c04校舎２Ｆエリア!c07。/美術室や風紀委員会室があるわよ。","","Portrait: !pffff!e00",""
"次に、!c04校舎３Ｆエリア!c07。/踊り場も３Ｆに含まれてるから注意してね。/図書室や音楽室があるわ。","","Portrait: !pffff!e00",""
"次に、「移動」を選択すると、/ルーレットが表示されるわ。","","Portrait: !p1800!e00",""
"次は必殺技についてだけど、/基本的にどんな技が装備できるかは、/登録時に選択した学科によって変わるわ。","","Portrait: !p1800!e00",""
"止まったマスに!c03ジャスキャラ!c07や、/他のプレイヤーがいる場合は/イベントや戦闘が起こるわ。","","Portrait: !p1800!e00",""
"正しい答えだと思いますよ。","","Portrait: !p1500!e00",""
"正しくセーブできませんでした。/　　　/　　　　　何かボタンを押してください。","","Portrait: !pffff!e00",""
"正しくロードできませんでした。/　　/　　　　何かボタンを押してください。","","Portrait: !pffff!e00",""
"正直、アイツらを見てると/うらやましく思うことがあるよ。","","Portrait: !p0600!e00",""
"残念だけど……/いつかはそうなるって判ってた事だし。/笑顔で見送ってあげるわ。","","Portrait: !p0000!e00",""
"残念だけど……/いつかはそうなるって判ってた事だしな。/笑顔で見送ってあげるよ。","","Portrait: !p0000!e00",""
"残念だけど、/俺のクラスは俺がいなくても/活気に満ち満ちてますから。","","Portrait: !p0000!e00",""
"残念だけど、/私のクラスは私がいなくても/活気に満ち満ちてますから。","","Portrait: !p0000!e00",""
"毎年、優勝者は、その年の学園祭の/ヒーローやヒロインとして/みんなから注目されるの！","","Portrait: !p1801!e00",""
"毎日、楽しく過ごせれば/それでオッケーだからなぁ。/特に悩みなんてないよ。","","Portrait: !p0000!e00",""
"毎日、楽しく過ごせれば/それでオッケーだからなぁ。/特に悩みなんてないわよ。","","Portrait: !p0000!e00",""
"毎日ですか？/それはちょっとムリですねぇ。/家庭科の教師とかならよかったですが。","","Portrait: !p1301!e00",""
"毎日大変だね、将馬。","","Portrait: !p0000!e00",""
"毎朝、１０キロは走り込まないと/覚えんのは無理だな！","","Portrait: !p1000!e00",""
"気にしない/勇気が必要/がんばって","","Portrait: !pffff!e00",""
"気にしない、気にしない！/俺も、ロベルトのケガが治って/うれしいからな！","","Portrait: !p0000!e00",""
"気にしない、気にしない！/私も、ロベルトのケガが治って/うれしいもの！","","Portrait: !p0000!e00",""
"気にしないさ。/姫と一緒にいられるならな！","","Portrait: !p0000!e00",""
"気にしない方がいい/男が高い方がいい/女が高い方がいい","","Portrait: !pffff!e00",""
"気にしない気にしない！/役トク役トク！","","Portrait: !p2101!e00",""
"気にしなくていいよ。/さぁ、さっさと運んじまおう！","","Portrait: !p0000!e00",""
"気にしなくていいよ。/さぁ、さっさと運んじゃおうよ！","","Portrait: !p0000!e00",""
"気にしなくていいんですぅ！/袋から出さなければ大丈夫ですからぁ！/じゃあ、せんぱい！　お願いしますぅ！","","Portrait: !p2401!e00",""
"気にするな/勇気が必要/がんばれ","","Portrait: !pffff!e00",""
"気のせいね。/それじゃまた今度ね！","","Portrait: !p1401!e00",""
"気をつかってくれるのは嬉しいけど、/これはあなたには関係のない話だわ。/もう止めにしましょう。","","Portrait: !p1403!e00",""
"気を付けてくださいね……。","","Portrait: !p0000!e00",""
"気合いだ！","","Portrait: !p0103!e00",""
"気合入ってるな、バツ。/そんなに気張ってちゃ、/終わる前に燃えつきちまうぜ？","","Portrait: !p0000!e00",""
"気合入ってるわね、バツ。/そんなに気張ってちゃ、/終わる前に燃えつきちゃうわよ？","","Portrait: !p0000!e00",""
"気持ちのいい返事ぞい！/ほれ、大盛り一丁、お待たせじゃ！","","Portrait: !p1201!e00",""
"気持ちは嬉しいけど、やっぱりいいわ。/みんなには、出し物の方を/頑張ってもらわないとね。","","Portrait: !p1801!e00",""
"気晴らしには、/ちょうどいいと思いますよ。","","Portrait: !p1500!e00",""
"水墨画なんて、/英雄先生にピッタリな趣味ですね。/なんか落ち着いてるっていうか。","","Portrait: !p0000!e00",""
"水泳部の出し物ね……。/水泳部だけに、泳いで金魚を/つかまえる金魚すくいなのかしら？","","Portrait: !p0501!e00",""
"水泳部員と競泳するとかですか？/勝ったら、賞品がもらえたりする/イベントって、よくやってますからね。","","Portrait: !p0000!e00",""
"決勝戦の前に、３位決定戦を行うわ！/!0と!1の対戦よ！","","Portrait: !p1800!e00",""
"沖田先生……/あの笑顔のまま気絶してたなぁ。/さすがだ……。","","Portrait: !p0000!e00",""
"沖田先生！/空手なんてできるんですか？","","Portrait: !p0000!e00",""
"注文をつける/もう一回頼む/思いっきり誉める","","Portrait: !pffff!e00",""
"流から/!c02届け物『水泳ビデオ』!c07をあずかった/!c01水泳部部室!c07に届けよう！","","Portrait: !pffff!e00",""
"流さん……。","","Portrait: !p0000!e00",""
"流さん……。/俺を待ってたんですか？","","Portrait: !p0000!e00",""
"流さん、/何持ってるんです？","","Portrait: !p0000!e00",""
"流さんって、/プールのニオイがしますね。","","Portrait: !p0000!e00",""
"流さんとキャンプファイアーに/来れるとは思ってなかったから、/俺、ちょっとうれしいんです。","","Portrait: !p0000!e00",""
"流さんは、大学生になったから、/こうして高校に戻って来ると/やっぱり、懐かしかったりするんですか？","","Portrait: !p0000!e00",""
"流さん！/あ、修一さんも一緒なんですね。/こんにちは！","","Portrait: !p0000!e00",""
"流さん！/お買い物ですか？","","Portrait: !p0000!e00",""
"流さん！/こんにちは！","","Portrait: !p0000!e00",""
"流さん！/どうしたんですか？/ボーッとして。","","Portrait: !p0000!e00",""
"流さん！/流さんのツープラトン技を/俺にも教えてもらえますか？","","Portrait: !p0000!e00",""
"流のツープラトン技/!c03『シンクロナイズドアタック』!c07を覚えた！","","Portrait: !pffff!e00",""
"流兄ちゃんは、簡単だっていうけどさ、/全然すくえなかったぜ。/やっぱあの人は特別だな。","","Portrait: !p0402!e00",""
"流先輩……。","","Portrait: !p0000!e00",""
"流先輩……。/私を待ってたんですか？","","Portrait: !p0000!e00",""
"流先輩、/何持ってるんです？","","Portrait: !p0000!e00",""
"流先輩とキャンプファイアーに/来れるとは思ってなかったから、/私、ちょっとうれしいんです。","","Portrait: !p0000!e00",""
"流先輩は、大学生になったんですもんね。/こうして高校に戻って来ると/やっぱり、懐かしかったりするんですか？","","Portrait: !p0000!e00",""
"流先輩！/あ、修一先輩も一緒なんですね。/こんにちは！","","Portrait: !p0000!e00",""
"流先輩！/お買い物ですか？","","Portrait: !p0000!e00",""
"流先輩！/こんにちは！","","Portrait: !p0000!e00",""
"流先輩！/どうしたんですか？/ボーッとしちゃって。","","Portrait: !p0000!e00",""
"流先輩！/流先輩のツープラトン技を/私にも教えてもらえますか？","","Portrait: !p0000!e00",""
"淋しいというのは、/こういう気持ちのことをいうんですね。/きっと……。","","Portrait: !p1500!e00",""
"淋しがらなくていいよ。/俺がずっと一緒にいてやるからさ……。","","Portrait: !p0000!e00",""
"淋しがらなくていいよ。/私がずっと一緒にいてあげる……。","","Portrait: !p0000!e00",""
"淋しくなるな……。","","Portrait: !p0000!e00",""
"準備の間は大変だったけど、/そんな疲れなんて吹き飛んじゃったわ。/……さぁて、もう一頑張りしよっと！","","Portrait: !p1801!e00",""
"演劇部の人たちも/いい迷惑だと思ってるぞ。/きっと。","","Portrait: !p0000!e00",""
"演劇部の人たちも/いい迷惑だと思ってるよ。/きっと。","","Portrait: !p0000!e00",""
"演劇部の助っ人として、/この学園祭に向けて、/ワタシが指導してきたのよ。","","Portrait: !p3300!e00",""
"演劇部の芝居/キャンプファイアー/模擬店","","Portrait: !pffff!e00",""
"演劇部の芝居かなぁ。/去年、好評だったらしいしな。","","Portrait: !p0000!e00",""
"演劇部の芝居かなぁ。/去年、好評だったらしいしね。","","Portrait: !p0000!e00",""
"演奏ですか……。/音楽というものは不思議ですねぇ。/人の心を引きつける。","","Portrait: !p1500!e00",""
"点はやらないぜ！","","Portrait: !p0601!e00",""
"無理に作らなくていい/俺と恋人になればいい/合コンに行くといい","","Portrait: !pffff!e00",""
"無理に作らなくていい/私と恋人になればいい/合コンに行くといい","","Portrait: !pffff!e00",""
"無用だ！/そこで見ていろ！","","Portrait: !p1900!e00",""
"無責任な事を言わないで！/こんな時に慰められたって、/何の解決にもならないんだから！","","Portrait: !p1803!e00",""
"焼き立てだから、/う、うまいらしいぞ……。/あ、あはは……。","","Portrait: !p2301!e00",""
"照れるな、照れるな！","","Portrait: !p0000!e00",""
"燃え盛る炎をバックに寄り添うふたり……。/ロマンチックよねぇ……。","","Portrait: !p2102!e00",""
"燃え盛る炎を見てると、何だか、/魂が吸い込まれるような気分になるよ。","","Portrait: !p0000!e00",""
"燃え盛る炎を見てるとね、何だか、/魂が吸い込まれるような気分になるのよ。","","Portrait: !p0000!e00",""
"父親が自分の女友達に恋をしたとか、/金持ちの友達を殺してすり替わったりとか、/そういう相談だろ？　フツウは。","","Portrait: !p0700!e00",""
"物心ついたときから、/誰かを好きになるなんて、/私にはないと思っていたのに……。","","Portrait: !p2502!e00",""
"特に、笛の音なんかはね……。","","Portrait: !p1502!e00",""
"特別な用があるわけではない。/お前が断るのなら、/それまでの事だ。","","Portrait: !p1603!e00",""
"特製ドリンク？/……なんですか、それは？","","Portrait: !p0900!e00",""
"犯人ねぇ……/案外、ネコか何かが/くわえていったとかじゃないか？","","Portrait: !p0000!e00",""
"犯人ねぇ……/案外、ネコか何かが/くわえていったとかじゃないの？","","Portrait: !p0000!e00",""
"犯人は……俺だ！/どっかの猫か何かだ/犯人は……お前だ！！","","Portrait: !pffff!e00",""
"犯人は……私よ！/どっかの猫か何かよ/犯人は……あなたよ！！","","Portrait: !pffff!e00",""
"現在、装備している技の代わりに、/この技を修得し直しますか？","","Portrait: !pffff!e00",""
"理由なんてない/理由は雹が知っている/よくわからない","","Portrait: !pffff!e00",""
