"Japanese","English","offset"
"!pffff!e00２人とも遅刻した/２人の演奏で観客全員が寝た/２人とも１位をとった","","0x998DF"
"!p0000!e00もしかして、コンクール当日は、/２人そろって遅刻したとか？","","0x9992B"
"!p0000!e00そんなわけないですよね。/あはは……。","","0x9996F"
"!p2503!e00あの、そのお話は…………。","","0x9999F"
"!p3203!e00……遅刻したのは、わたくしだけです……。/……わたくし、朝が弱いものですから……。","","0x999C4"
"!p0000!e00あ、あはは……。/そ、そうですか……。","","0x99A20"
"!p0000!e00（し、しまったなぁ。/　冗談だったのに……。/　ど、どうしよう、この雰囲気……）","","0x99A50"
"!p0000!e00もしかして、/２人の演奏で、観客全員が/寝ちゃったとかですか？","","0x99AAA"
"!p0000!e00俺、クラシックを聞いてると/眠たくなっちゃうんですよねぇ。/気持ち良くって。","","0x99AF1"
"!p2501!e00フフフ……。/それでは、コンクールになりませんね。/審査員の皆さんまで、眠ってしまいそう。","","0x99B46"
"!p3201!e00わたくしも……、/他の方の演奏を聞いていると/眠たくなりますよ……。","","0x99BA9"
"!p2501!e00まぁ、静音さんまで。/フフフ……。","","0x99BF6"
"!p0000!e00（ゆりかさん、静音さんと話してると/　楽しそうだな。/　音楽友達かぁ、そういうのもいいよな）","","0x99C22"
"!p0000!e00うーん……。/２人とも１位を取ったとかですか？","","0x99C88"
"!p2500!e00そうなんですよ。/よくおわかりになりましたね。","","0x99CC0"
"!p2500!e00静音さんはピアノ部門で、/私はバイオリン部門で/優勝させていただきました。","","0x99CF8"
"!p3200!e00もう……、/２年連続になりますねぇ……。","","0x99D4B"
"!p2501!e00そうですね。/３年生になっても、優勝できるように/頑張らないといけませんね。","","0x99D7D"
"!p0000!e00（へぇ……、ゆりかさんも静音さんも/　本当にスゴイ人たちなんだな……。/　俺もがんばらないとな！）","","0x99DD2"
"!p0000!e00あれ？/こんなところに楽器がたくさん……。","","0x99E43"
"!p0000!e00吹奏楽部が運んできたのかな……。","","0x99E77"
"!p0000!e00誰もいないし、ちょっとくらいなら、/さわってもいいよな。","","0x99EA2"
"!p0000!e00どれにしようか……","","0x99EE4"
"!pffff!e00やっぱりさわらない/高そうな木管楽器/よく手入れされたハーモニカ","","0x99F02"
"!p0000!e00やっぱり、やめとこう。/壊すといけないしな。/見るだけにしよう。","","0x99F4C"
"!p2500!e00あら？　!0さん。/どうかなさったんですか？","","0x99F95"
"!p0000!e00あ、ゆりかさん。/いやぁ、楽器がいっぱい置いてあったんで、/キレイだなと思って見てたんです。","","0x99FC9"
"!p2500!e00そうですね。/楽器って、どれも美しいですよね。","","0x9A02E"
"!p2500!e00楽器に興味がおありなんでしたら、/今度、私が個人的に/演奏の方もお教えしますよ。","","0x9A066"
"!p0000!e00ゆりかさんが俺に？","","0x9A0BF"
"!p2500!e00ええ、そうですよ。","","0x9A0DC"
"!p0000!e00ゆりかさんと２人きりで？","","0x9A0F9"
"!p2501!e00フフフ……、/そういうことになりますね。","","0x9A11C"
"!p0000!e00（ゆりかさんの個人授業かぁ……。/　いいよな、それって！）","","0x9A14E"
"!p0000!e00これとかカッコイイよな。/高そうだし。","","0x9A193"
"!p0000!e00ん……、/この部品は……どう動くんだ……？","","0x9A1C3"
"!p0000!e00うおっと！","","0x9A1F7"
"!pffff!e01グワシャーン！","","0x9A20C"
"!p0000!e00うわぁっ！！　落っことした！/ヤ、ヤバイ……、部品が折れたぞ……。/どうしよう……。","","0x9A225"
"!p2500!e00あら？　!0さん、/何をなさってるんですか？","","0x9A282"
"!p0000!e00うわぁっ！　ゆ、ゆりかさん！/じ、実は……、これ……。","","0x9A2B6"
"!p2503!e00あら……。/壊してしまわれたんですか？","","0x9A2F6"
"!p0000!e00ええ、さっき勝手にさわってたら……。/俺、先生にいって弁償しますよ。","","0x9A326"
"!p2503!e00これはオーボエといって、/これぐらいの品ですと/数十万円もするんです。だから……。","","0x9A374"
"!p0000!e00そっか……。/ちょっと、/俺には弁償できそうにないですね……。","","0x9A3CF"
"!p2500!e00私が顧問の先生に/うまくいっておきます。","","0x9A416"
"!p0000!e00でも、それじゃあ、/ゆりかさんに迷惑が……。","","0x9A448"
"!p2500!e00大丈夫ですよ。/だから、!0さんは/お気になさらないでください。","","0x9A47E"
"!p0000!e00（ゆりかさんに迷惑かけちゃったな。/　しまったなぁ……）","","0x9A4C5"
"!p0000!e00高そうな楽器に混じって、/なぜか、ハーモニカなんてのもあるな。","","0x9A508"
"!p0000!e00よく手入れされてるみたいだ。/ちょっと拝借……","","0x9A550"
"!pffff!e00ファフゥ、ファフ、/ファーフゥファーー……♪","","0x9A588"
"!p2500!e00あら、誰が吹いているのかと思ったら、/!0さんでしたか。/ハーモニカ、お上手なんですね。","","0x9A5BE"
"!p0000!e00いやぁ、俺ができる楽器は/小学校で習ったこれだけですよ。","","0x9A61D"
"!p0000!e00ここにあったので、/ちょっと借りちゃいました。","","0x9A65F"
"!p2502!e00それ、私のです……。/置き忘れてしまったようなので、/探しにきたんです。","","0x9A697"
"!p0000!e00え！？　そうなんですか？/すいません勝手に使ってしまって。/学校の備品だと思ったので……。","","0x9A6E8"
"!p2500!e00いいんですよ。/気になさらないでください。","","0x9A74B"
"!p2500!e00私が音楽をはじめたきっかけになったのが、/そのハーモニカなんです。/だから、いつまでも手放せなくて……。","","0x9A77F"
"!p0000!e00本当にすいません。/そんな大事なものを。/俺なんかが使っちゃって……。","","0x9A7F0"
"!p2502!e00私……、!0さんが/お使いになるのは、/全然気にしませんよ……。","","0x9A83F"
"!p0000!e00（それって、どういう意味なのかな……？/　間接キスしたことになるのに……）","","0x9A886"
"!p0000!e00ゆりかさん！/暇だったら、俺と一緒にお店を/見て回りませんか？","","0x9A8E0"
"!p0000!e00俺、まだ見たいところが/いっぱいあるんですよ。/さぁ、行きましょう！","","0x9A927"
"!p2503!e00!0さん……。/どうして、私にお構いになるんですか？","","0x9A974"
"!p0000!e00あ、すいません……。/調子に乗って馴れ馴れしく/してしまって……。","","0x9A9B0"
"!p2503!e00いえ、そういう意味ではないのです。","","0x9A9FB"
"!p2503!e00ただ、どういうおつもりで/私と仲良くしてくださるのかを/お聞きしたいのです。","","0x9AA28"
"!p0000!e00そ、そりゃあ……","","0x9AA7D"
"!pffff!e00好きだから/友達だから/美人だから","","0x9AA99"
"!p0000!e00そりゃあ……、/ゆりかさんが好きだからかな……。","","0x9AAC5"
"!p2503!e00…………。","","0x9AAFF"
"!p0000!e00だって、ゆりかさんって/やさしいし、美人だし、/上品で女の子らしいし……。","","0x9AB14"
"!p0000!e00笑うと……、/笑うと天使みたいだし……。","","0x9AB67"
"!p0000!e00だ、誰だって、/好きになると思うけどな……。","","0x9AB99"
"!p2503!e00ごめんなさい！/お気持ちはうれしいのです……。","","0x9ABCF"
"!p2503!e00ですが、今の私には/これ以上、踏み出す勇気がありません。/ごめんなさい……。","","0x9AC07"
"!p0000!e00ゆ、ゆりかさん！！","","0x9AC5C"
"!p0000!e00（どういうことなんだよ。/　ゆりかさん……）","","0x9AC79"
"!p0000!e00そりゃあ、/ゆりかさんは、俺の友達ですからね。","","0x9ACB0"
"!p2503!e00お友達……ですか？","","0x9ACE8"
"!p0000!e00そう！/ゆりかさんは、俺の大事な友達ですよ！","","0x9AD05"
"!p2500!e00そうですか……。/そうですね。","","0x9AD3B"
"!p2500!e00私もお友達としてなら、/!0さんとこれからも/こうしてお付き合いできる……","","0x9AD63"
"!p2500!e00そう思います……。","","0x9ADB4"
"!p0000!e00（何なんだろう……。/　安心したような、それでいて/　寂しそうなゆりかさんの顔は……）","","0x9ADD1"
"!p0000!e00そりゃあ、ゆりかさんが美人だからですよ。/一緒に歩いてると、みんなが振り返って/気持ちいいですからね。","","0x9AE31"
"!p2503!e00…………。/私は……、装飾品ではありません……。","","0x9AEA0"
"!p0000!e00ゆ、ゆりかさん？","","0x9AEDA"
"!p2503!e00ごめんなさい。/本来の私は、装飾品と/同じようなものなのかもしれません。","","0x9AEF5"
"!p2503!e00ですが、そういったおつもりで/私を誘ってくださっているのなら、/ご一緒できません……。","","0x9AF46"
"!p2503!e00さようなら……。","","0x9AFA5"
"!p0000!e00（ゆりかさんが怒るなんて……。/　まぁ、いいか。/　また今度、謝っておこう）","","0x9AFC0"
"!p0000!e00ゆりかさん、どこ行くんですか？","","0x9B01B"
"!p2500!e00音楽室ですよ。/クラスで作ったクッキーを/吹奏楽部の皆さんに届けようと思って。","","0x9B044"
"!p0000!e00ゆりかさん、/忙しいんじゃないんですか？/俺が届けますよ！","","0x9B09B"
"!p2500!e00いえ、そんな……。/これくらいは自分でしませんと。","","0x9B0DE"
"!p0000!e00ゆ、ゆりかさん……。/俺のこと頼りにしてないんですね……。/（うるうる）","","0x9B11A"
"!p2501!e00クスクス……、そんな顔しないでください。/頼りにしてないなんてことありませんよ。/では、ちゃんと届けてくださいね。","","0x9B16B"
"!p2501!e00ありがとうございます、!0さん。/とても助かりました。/クスクス……。","","0x9B1E7"
"!p2500!e00!0さん。/お暇でしたら、学園祭を一緒に/見て回っていただけませんか？","","0x9B23B"
"!p0000!e00やれやれ、聖女の男子はダラシないですね。/ゆりかさんが１人でいるってのに/誰も声かけないなんて。バチが当たるぞ。","","0x9B288"
"!p2501!e00フフフ……、聖純女学院に男子生徒は/いませんよ。女子校なんですから。/さぁ、参りましょう。","","0x9B301"
"!p2501!e00ありがとうございました。/それでは、私は教室に戻ります。/また、ご一緒してくださいね。","","0x9B365"
"!p0000!e00ゆりかさん、どうかしたんですか？/落とし物とかですか？","","0x9B3CC"
"!p2503!e00いえ……、校舎裏にいた猫が/いなくなってしまったので、/探しているんです。","","0x9B40C"
"!p0000!e00どこかに遊びに行ってるんですよ。/そのうち帰ってきますよ。","","0x9B45F"
"!p2503!e00でも、誰かに袋にでも入れられて、/連れていかれてしまったのではないかと/心配で……。","","0x9B4A3"
"!p2503!e00私、もう少し探してみます……。","","0x9B500"
"!p2503!e00!0さん……。/お待ちしていました。","","0x9B52B"
"!p0000!e00ゆりかさん……。","","0x9B557"
"!p2503!e00何もいわず、私と/一緒にキャンプファイアーに/行ってくださいませんか？","","0x9B572"
"!p0000!e00もちろんですよ！/ゆりかさんがこうして/待っていてくれたんですからね。","","0x9B5C1"
"!p2503!e00…………。","","0x9B610"
"!p0000!e00ゆりかさん……。/俺に何か話したいことがあるんでしょ？","","0x9B626"
"!p2503!e00はい……。","","0x9B666"
"!p2503!e00ですが、これから私の話を聞くことで、/!0さんに、ご迷惑が/かかることだってありえるのです……。","","0x9B67B"
"!p0000!e00いいんですよ。/覚悟はできています。/さぁ、話してくださいよ。","","0x9B6E2"
"!p2503!e00はい……。","","0x9B729"
"!p2503!e00私と九郎は、霧嶋家という、/特殊な家系に生まれました。","","0x9B73E"
"!p2503!e00私も九郎も、幼い頃から霧嶋家のために/働くための訓練を受けてきました。/戦う術、いえ、以上のことも……。","","0x9B77E"
"!p2503!e00霧嶋家の人間は皆、/ある組織から与えられた任務を/全うするためだけの存在。","","0x9B7EF"
"!p2503!e00失敗すれば、闇に葬られる駒……。/そう……、/人ではなく、駒にすぎないのです。","","0x9B842"
"!p2503!e00こうして皆さんと一緒に、/学園生活を送ることさえ、/任務の一部なのです。","","0x9B899"
"!p2503!e00この運命から/私は逃れることはできません……。","","0x9B8EA"
"!p2503!e00!0さんが/私にご好意をよせてくださっているのは、/痛いほどよくわかります。","","0x9B922"
"!p2503!e00ですが、私は!0さんに/ふさわしい女性ではないのです。/どうか、私のことはもう忘れてください。","","0x9B975"
"!p0000!e00そんなの間違ってる！","","0x9B9DA"
"!p0000!e00任務だかなんだか知らないけど、/他人の人生をそんな風に/束縛していいわけないじゃないか！","","0x9B9F9"
"!p0000!e00第一、ゆりかさんが/そんな目にあっていいわけないよ！","","0x9BA5A"
"!p2503!e00!0さん！/これ以上、私を困らせないでください。","","0x9BA98"
"!p2503!e00あなたには、本当のことを話して、/そして、お別れして欲しかった。/どうか、私のことは忘れてください。","","0x9BAD0"
"!p0000!e00いやだ！/だって、俺の心の中には、/ゆりかさんがいるんだ！","","0x9BB3D"
"!p0000!e00そんなに簡単に、/忘れられるわけないじゃないか！/消せるわけないじゃないか！","","0x9BB80"
"!p0000!e00そんな運命、俺がブッ壊してやる！/霧嶋家の呪縛から/解き放ってあげる！","","0x9BBD5"
"!p0000!e00そして、ゆりかさんも九郎も/俺が助けてやるよ！","","0x9BC24"
"!p2503!e00あなたという方は……。/こんな私のために……。","","0x9BC5C"
"!p2502!e00物心ついたときから、/誰かを好きになるなんて、/私にはないと思っていたのに……。","","0x9BC94"
"!p2502!e00霧嶋家の呪縛……。/そう簡単に逃れることは/できないでしょう。","","0x9BCED"
"!p2502!e00ですが、あなたとなら/その勇気が持てそうです……。","","0x9BD34"
"!p0000!e00ゆりか……。/大丈夫、きっと自由にしてあげる。/俺、もっともっと強くなるから！","","0x9BD70"
"!p2502!e00ありがとう、!0さん……。/これから先、どんな障害があるか/私には見当もつきません……。","","0x9BDC7"
"!p2502!e00ですが、ただ今は……、/こうして……","","0x9BE26"
"!p2502!e00こうして、/私を抱きしめていてください……。","","0x9BE54"
"!p2500!e00!0さん。/お待ちしていましたよ。","","0x9BE8B"
"!p0000!e00あぁ、ゆりかさん……。","","0x9BEB5"
"!p2500!e00どうかなさったんですか？","","0x9BED6"
"!p0000!e00いやぁ……、成績がいまいち/パッとしなかったので……。","","0x9BEF9"
"!p2500!e00そうですか……。/でも、次の機会にまた頑張れば/いいじゃありませんか。","","0x9BF39"
"!p0000!e00はぁ……、/そうなんですけどねぇ……。","","0x9BF88"
"!p2501!e00フフフ……。/ほら、しっかりしてください。","","0x9BFB8"
"!p2500!e00では、これから/私とキャンプファイアーに/ご一緒していただけませんか？","","0x9BFEC"
"!p2500!e00私でよければ、話し相手になって/差し上げますよ。","","0x9C03B"
"!p2501!e00さぁ、参りましょう。","","0x9C075"
"!p0100!e00いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","0x9C095"
"!p0101!e01あはは・・！　やっとそれに気付いたか！/ああ、バカらしい！/っていうかバカだね、ランは！　うん！","","0x9C0FA"
"!p0102!e02何ですってぇーーーっ！！/アンタ、ワタシの助手のくせに/生意気よ！","","0x9C163"
"!p0100!e00見て見て、!0！/いいでしょ、これっ！/最新式のデジカメなのよ！","","0x9C1B0"
"!p0101!e01デジ亀ぇ？","","0x9C1F7"
"!p0102!e02あははっ！　デ・ジ・カ・メッ！/デジタルカメラよ！/あとで、アンタも撮ってあげるわ！","","0x9C20C"
"!p0100!e00いいカメラだと取材してても/気分がいいわ。","","0x9C26B"
"!p0101!e01カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","0x9C29F"
"!p0102!e02・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","","0x9C2FE"
"!p0100!e00いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","0x9C351"
"!p0101!e01あはは・・！　やっとそれに気付いたか！/ああ、バカらしい！/っていうかバカだね、ランは！　うん！","","0x9C3B6"
"!p0102!e02何ですってぇーーーっ！！/アンタ、ワタシの助手のくせに/生意気よ！","","0x9C41F"
"!p0100!e00見て見て、!0！/いいでしょ、これっ！/最新式のデジカメなのよ！","","0x9C46C"
"!p0101!e01デジ亀ぇ？","","0x9C4B3"
"!p0102!e02あははっ！　デ・ジ・カ・メッ！/デジタルカメラよ！/あとで、アンタも撮ってあげるわ！","","0x9C4C8"
"!p0100!e00いいカメラだと取材してても/気分がいいわ。","","0x9C527"
"!p0101!e01カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","0x9C55B"
"!p0102!e02・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","","0x9C5BA"
"!p0100!e00いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","0x9C60D"
"!p0101!e01あはは・・！　やっとそれに気付いたか！/ああ、バカらしい！/っていうかバカだね、ランは！　うん！","","0x9C672"
"!p0102!e02何ですってぇーーーっ！！/アンタ、ワタシの助手のくせに/生意気よ！","","0x9C6DB"
"!p0100!e00見て見て、!0！/いいでしょ、これっ！/最新式のデジカメなのよ！","","0x9C728"
"!p0101!e01デジ亀ぇ？","","0x9C76F"
"!p0102!e02あははっ！　デ・ジ・カ・メッ！/デジタルカメラよ！/あとで、アンタも撮ってあげるわ！","","0x9C784"
"!p0100!e00いいカメラだと取材してても/気分がいいわ。","","0x9C7E3"
"!p0101!e01カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","0x9C817"
"!p0102!e02・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","","0x9C876"
"!p0100!e00いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","0x9C8C9"
"!p0101!e01あはは・・！　やっとそれに気付いたか！/ああ、バカらしい！/っていうかバカだね、ランは！　うん！","","0x9C92E"
"!p0102!e02何ですってぇーーーっ！！/アンタ、ワタシの助手のくせに/生意気よ！","","0x9C997"
"!p0100!e00見て見て、!0！/いいでしょ、これっ！/最新式のデジカメなのよ！","","0x9C9E4"
"!p0101!e01デジ亀ぇ？","","0x9CA2B"
"!p0102!e02あははっ！　デ・ジ・カ・メッ！/デジタルカメラよ！/あとで、アンタも撮ってあげるわ！","","0x9CA40"
"!p0100!e00いいカメラだと取材してても/気分がいいわ。","","0x9CA9F"
"!p0101!e01カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","0x9CAD3"
"!p0102!e02・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","","0x9CB32"
"!p0100!e00いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","0x9CB85"
"!p0101!e01あはは・・！　やっとそれに気付いたか！/ああ、バカらしい！/っていうかバカだね、ランは！　うん！","","0x9CBEA"
"!p0102!e02何ですってぇーーーっ！！/アンタ、ワタシの助手のくせに/生意気よ！","","0x9CC53"
"!p0100!e00見て見て、!0！/いいでしょ、これっ！/最新式のデジカメなのよ！","","0x9CCA0"
"!p0101!e01デジ亀ぇ？","","0x9CCE7"
"!p0102!e02あははっ！　デ・ジ・カ・メッ！/デジタルカメラよ！/あとで、アンタも撮ってあげるわ！","","0x9CCFC"
"!p0100!e00いいカメラだと取材してても/気分がいいわ。","","0x9CD5B"
"!p0101!e01カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","0x9CD8F"
"!p0102!e02・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","","0x9CDEE"
"!p0100!e00いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","0x9CE41"
"!p0101!e01あはは・・！　やっとそれに気付いたか！/ああ、バカらしい！/っていうかバカだね、ランは！　うん！","","0x9CEA6"
"!p0102!e02何ですってぇーーーっ！！/アンタ、ワタシの助手のくせに/生意気よ！","","0x9CF0F"
"!p0100!e00見て見て、!0！/いいでしょ、これっ！/最新式のデジカメなのよ！","","0x9CF5C"
"!p0101!e01デジ亀ぇ？","","0x9CFA3"
"!p0102!e02あははっ！　デ・ジ・カ・メッ！/デジタルカメラよ！/あとで、アンタも撮ってあげるわ！","","0x9CFB8"
"!p0100!e00いいカメラだと取材してても/気分がいいわ。","","0x9D017"
"!p0101!e01カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","0x9D04B"
"!p0102!e02・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","","0x9D0AA"
"!p0100!e00いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","0x9D0FD"
"!p0101!e01あはは・・！　やっとそれに気付いたか！/ああ、バカらしい！/っていうかバカだね、ランは！　うん！","","0x9D162"
"!p0102!e02何ですってぇーーーっ！！/アンタ、ワタシの助手のくせに/生意気よ！","","0x9D1CB"
"!p0100!e00見て見て、!0！/いいでしょ、これっ！/最新式のデジカメなのよ！","","0x9D218"
"!p0101!e01デジ亀ぇ？","","0x9D25F"
"!p0102!e02あははっ！　デ・ジ・カ・メッ！/デジタルカメラよ！/あとで、アンタも撮ってあげるわ！","","0x9D274"
"!p0100!e00いいカメラだと取材してても/気分がいいわ。","","0x9D2D3"
"!p0101!e01カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","0x9D307"
"!p0102!e02・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","","0x9D366"
"!p0100!e00いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","0x9D3B9"
"!p0101!e01あはは・・！　やっとそれに気付いたか！/ああ、バカらしい！/っていうかバカだね、ランは！　うん！","","0x9D41E"
"!p0102!e02何ですってぇーーーっ！！/アンタ、ワタシの助手のくせに/生意気よ！","","0x9D487"
"!p0100!e00見て見て、!0！/いいでしょ、これっ！/最新式のデジカメなのよ！","","0x9D4D4"
"!p0101!e01デジ亀ぇ？","","0x9D51B"
"!p0102!e02あははっ！　デ・ジ・カ・メッ！/デジタルカメラよ！/あとで、アンタも撮ってあげるわ！","","0x9D530"
"!p0100!e00いいカメラだと取材してても/気分がいいわ。","","0x9D58F"
"!p0101!e01カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","0x9D5C3"
"!p0102!e02・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","","0x9D622"
"!p0100!e00いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","0x9D675"
"!p0101!e01あはは・・！　やっとそれに気付いたか！/ああ、バカらしい！/っていうかバカだね、ランは！　うん！","","0x9D6DA"
"!p0102!e02何ですってぇーーーっ！！/アンタ、ワタシの助手のくせに/生意気よ！","","0x9D743"
"!p0100!e00見て見て、!0！/いいでしょ、これっ！/最新式のデジカメなのよ！","","0x9D790"
"!p0101!e01デジ亀ぇ？","","0x9D7D7"
"!p0102!e02あははっ！　デ・ジ・カ・メッ！/デジタルカメラよ！/あとで、アンタも撮ってあげるわ！","","0x9D7EC"
"!p0100!e00いいカメラだと取材してても/気分がいいわ。","","0x9D84B"
"!p0101!e01カメラが良くても、カメラマンが/スクープ撮れないんじゃあねぇ・・。/あはははは・・っ！","","0x9D87F"
"!p0102!e02・・。/あんまり失礼こいてると・・、/いろんなことして、泣かすわよ・・。","","0x9D8DE"
"!pffff!e00使用するコントローラを変更しますか？","","0x9D931"
"!pffff!e00!c05１番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してください","","0x9D961"
"!pffff!e00!c01２番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してください","","0x9D9BB"
"!pffff!e00!c02３番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してください","","0x9DA15"
"!pffff!e00!c03４番目!c07にプレイする人の/使用するコントローラの/!aボタンを押してください","","0x9DA6F"
"!pffff!e00この設定でよろしいですか？","","0x9DAC9"
"!pffff!e00!0は!c04ＨＰ!c07０のため、/!c05１ターン!c07休み！","","0x9DAEF"
"!pffff!e00ルーレットを回して移動します","","0x9DB2C"
"!pffff!e00持っているカードを使用します","","0x9DB54"
"!pffff!e00友好度や技表などの/情報メニューを表示します","","0x9DB7C"
"!pffff!e00方向ボタンでマップ全体を/見渡すことができます","","0x9DBB3"
"!pffff!e00使用するコントローラの設定や/セーブを行います","","0x9DBEC"
"!pffff!e00ルーレットを選択してください/!c03▲：走り　５〜１０移動!c02（ＨＰ−!0!c02）/!c05▼：歩き　１〜　６移動!c07","","0x9DC25"
"!pffff!e00パラメータや技表を確認する画面を/表示します","","0x9DC9B"
"!pffff!e00友好度や単位ビンゴ表を/確認する画面を表示します","","0x9DCD2"
"!pffff!e00!c05『完全燃焼技　１』!c07が手に入ります","","0x9DD0D"
"!pffff!e00!c05『完全燃焼技　２』!c07が手に入ります","","0x9DD41"
"!pffff!e00!c05『完全燃焼技　３』!c07が手に入ります","","0x9DD75"
"!pffff!e00!c05『完全燃焼技　４』!c07が手に入ります","","0x9DDA9"
"!pffff!e00!c05『全パラメータ　Lv＋１』!c07が/手に入ります","","0x9DDDD"
"!pffff!e00!c05『全キャラ友好度　＋５』!c07が手に入ります","","0x9DE18"
"!pffff!e00使用するコントローラを変更します","","0x9DE53"
"!pffff!e00ボードゲームの途中経過を/セーブします","","0x9DE7F"
"!pffff!e00!0のターンです","","0x9DEB0"
"!pffff!e00他のプレイヤーと戦います/勝つと単位や友好度を強奪できます","","0x9DECA"
"!pffff!e00誰と戦いますか？","","0x9DF0F"
"!pffff!e00何もせず、このマスに止まります","","0x9DF2B"
"!pffff!e00!0と話します","","0x9DF55"
"!pffff!e00ツープラトン技を教えてもらいます","","0x9DF6D"
"!pffff!e00ジャスキャラのターンです","","0x9DF99"
"!p1700!e00わしからのプレゼントだ！/この!c04カード!c07をあげよう！/頑張りたまえ！","","0x9DFBD"
"!p1800!e00ルールの説明は聞く？","","0x9E00F"
"!pffff!e00!c07説明を聞きたい項目を/選択してください。","","0x9E02F"
"!p1800!e00!c07それじゃ、このゲームの/概要について説明するわね。","","0x9E066"
"!p1800!e00このゲームの最終目的は/格闘ゲーム用の!c02ＥＤＩＴキャラ!c07を/作ることよ。","","0x9E0A6"
"!p1801!e00ここで作成した!c02ＥＤＩＴキャラ!c07は、/対戦やトーナメントなどの各モードで/使うことができるわ。","","0x9E0FB"
"!p1800!e00じゃ、このゲームの勝利条件について/説明するわね。","","0x9E166"
"!p1800!e00このゲームの勝利条件は、/!c02単位ポイント!c07をどれだけ集めたかによって/決まるの。","","0x9E1A2"
"!p1800!e00!c02単位ポイント!c07については、/!c01単位!c07と、!c01単位ビンゴ表!c07が関係してるから、/それをまず、覚えてね。","","0x9E1FF"
"!p1801!e00まず、紫色の科目が書いてあるマスに/止まると、そのマスの!c01単位!c07が手に入るの。","","0x9E278"
"!p1801!e00!c01単位!c07が手に入ると、/それだけでポイントゲット。/その!c01単位!c07が!c01ビンゴ表!c07にあれば、","","0x9E2D4"
"!p1800!e00さらに、追加ポイント。/そして!c01単位!c07が集まって、!c01ビンゴ表!c07で/ビンゴがそろうとさらにボーナスよ。","","0x9E341"
"!p1800!e00もちろん、!c01ビンゴ表!c07に載っていない!c01単位!c07も/あるけど、上手く揃えれば、/いろいろな、ボーナスも手に入るわよ。","","0x9E3B6"
"!p1800!e00!c01単位!c07は、同じモノは一つしかないから、/他の人に先に取られたら、/戦闘などで奪うしかないわ。","","0x9E437"
"!p1800!e00誰が持っているかは、/その!c01単位!c07のマスの上に表示されるから、/それを確認してね。","","0x9E4A2"
"!p1800!e00あと、!c02ボーナスマス!c07に最初に止まったら、/ボーナスとして!c05５０ポイント!c07もらえるわよ。/ここを目指すのが、勝利への近道ね。","","0x9E501"
"!p1800!e00最後に、できあがった!c02ＥＤＩＴキャラ!c07で/ＣＰＵ戦のトーナメントを行い、/その順位でも!c01単位ポイント!c07がもらえるわよ。","","0x9E58E"
"!p1800!e00とりあえず、ゲームを開始したら、/!c01単位マス!c07、できれば!c02ボーナスマス!c07を/目指して進むことね。","","0x9E615"
"!p1801!e00!c01単位!c07を奪われないように、/パラメータを上げるコトも/わすれずに、ね。","","0x9E686"
"!p1800!e00他に聞きたいことはある？","","0x9E6DB"
"!p1800!e00!c07それじゃ、!c02ＥＤＩＴキャラ!c07の作り方について/説明するわね。","","0x9E6FF"
